0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.5%,33.4%,24.6%,41.5%,Sonoma,2021-04-02,2021-04-01,2021-04-03 14:21:48
0.7%,36.2%,26.4%,36.7%,Stanislaus,2021-04-02,2021-04-01,2021-04-03 14:21:50
0.2%,32.5%,26.2%,41.1%,Sutter,2021-04-02,2021-04-01,2021-04-03 14:21:53
0.1%,24.6%,25.9%,49.3%,Tehama,2021-04-02,2021-04-01,2021-04-03 14:21:55
0.1%,20.2%,22.7%,57.0%,Trinity,2021-04-02,2021-04-01,2021-04-03 14:21:58
0.6%,41.9%,26.4%,31.1%,Tulare,2021-04-02,2021-04-01,2021-04-03 14:22:01
0.1%,19.4%,25.4%,55.0%,Tuolumne,2021-04-02,2021-04-01,2021-04-03 14:22:03
0.6%,36.4%,24.5%,38.6%,Ventura,2021-04-02,2021-04-01,2021-04-03 14:22:06
0.6%,44.0%,22.9%,32.5%,Yolo,2021-04-02,2021-04-01,2021-04-03 14:22:08
0.2%,30.5%,25.9%,43.4%,Yuba,2021-04-02,2021-04-01,2021-04-03 14:22:11
