0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0%,17%,26.2%,56.9%,Sierra,2021-03-18,2021-03-17,2021-03-19 04:25:20
0.1%,18%,20.3%,61.6%,Siskiyou,2021-03-18,2021-03-17,2021-03-19 04:25:24
0.1%,30.7%,22.1%,47.1%,Solano,2021-03-18,2021-03-17,2021-03-19 04:25:27
0.1%,28.9%,19.5%,51.6%,Sonoma,2021-03-18,2021-03-17,2021-03-19 04:25:31
0.1%,33%,20.3%,46.6%,Stanislaus,2021-03-18,2021-03-17,2021-03-19 04:25:35
0.1%,27%,21.2%,51.7%,Sutter,2021-03-18,2021-03-17,2021-03-19 04:25:38
0%,23.4%,22.2%,54.4%,Tehama,2021-03-18,2021-03-17,2021-03-19 04:25:42
0%,16.7%,18.2%,65%,Trinity,2021-03-18,2021-03-17,2021-03-19 04:25:45
0.1%,38.3%,23.9%,37.7%,Tulare,2021-03-18,2021-03-17,2021-03-19 04:25:49
0.1%,16.3%,19.8%,63.8%,Tuolumne,2021-03-18,2021-03-17,2021-03-19 04:25:52
0.1%,30.4%,19.3%,50.2%,Ventura,2021-03-18,2021-03-17,2021-03-19 04:25:56
0.2%,39.5%,19.7%,40.6%,Yolo,2021-03-18,2021-03-17,2021-03-19 04:25:59
0.1%,24.7%,19.5%,55.7%,Yuba,2021-03-18,2021-03-17,2021-03-19 04:26:02
