0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.6%,38.6%,28.5%,32.3%,San Joaquin,2021-04-12,2021-04-11,2021-04-13 12:31:29
0.4%,31.3%,25.1%,43.1%,San Luis Obispo,2021-04-12,2021-04-11,2021-04-13 12:31:31
0.8%,40.9%,28.0%,30.3%,San Mateo,2021-04-12,2021-04-11,2021-04-13 12:31:34
0.7%,39.8%,25.7%,33.8%,Santa Barbara,2021-04-12,2021-04-11,2021-04-13 12:31:37
0.9%,41.5%,29.3%,28.3%,Santa Clara,2021-04-12,2021-04-11,2021-04-13 12:31:39
0.6%,37.7%,27.5%,34.2%,Santa Cruz,2021-04-12,2021-04-11,2021-04-13 12:31:42
0.5%,24.5%,25.5%,49.5%,Shasta,2021-04-12,2021-04-10,2021-04-13 12:31:44
0.000%,24.0%,29.0%,47.0%,Sierra,2021-04-12,2021-04-10,2021-04-13 12:31:47
0.5%,22.8%,25.1%,51.7%,Siskiyou,2021-04-12,2021-04-10,2021-04-13 12:31:50
0.5%,36.1%,28.6%,34.7%,Solano,2021-04-12,2021-04-11,2021-04-13 12:31:53
0.7%,35.0%,27.2%,37.1%,Sonoma,2021-04-12,2021-04-11,2021-04-13 12:31:56
1.1%,38.6%,27.3%,33.0%,Stanislaus,2021-04-12,2021-04-11,2021-04-13 12:31:58
0.4%,35.4%,27.8%,36.4%,Sutter,2021-04-12,2021-04-11,2021-04-13 12:32:01
0.5%,25.4%,27.8%,46.3%,Tehama,2021-04-12,2021-04-10,2021-04-13 12:32:03
0.1%,20.6%,25.3%,54.1%,Trinity,2021-04-12,2021-04-10,2021-04-13 12:32:06
0.9%,43.3%,27.1%,28.7%,Tulare,2021-04-12,2021-04-11,2021-04-13 12:32:08
0.5%,21.1%,26.5%,51.9%,Tuolumne,2021-04-12,2021-04-11,2021-04-13 12:32:11
0.7%,36.7%,29.0%,33.6%,Ventura,2021-04-12,2021-04-11,2021-04-13 12:32:14
0.9%,46.2%,24.7%,28.3%,Yolo,2021-04-12,2021-04-11,2021-04-13 12:32:17
0.3%,34.2%,28.7%,36.8%,Yuba,2021-04-12,2021-04-11,2021-04-13 12:32:19
